ASIN (parent),ASIN (child),Título,SKU,Sesiones: total,Sesiones - Total - B2B,Porcentaje de sesiones: total,Porcentaje de sesiones: total - B2B,Visitas: total,Visitas - Total - B2B,Porcentaje de visitas: total,Porcentaje de visitas - Total - B2B,Porcentaje de ofertas destacadas (Buy Box),Porcentaje de ofertas destacadas: B2B,Unidades encargadas,Unidades encargadas - B2B,Porcentaje de unidades por sesión,Porcentaje de sesiones de unidades - B2B,Ventas de productos encargados,Ventas de productos encargados: B2B,Total de artículos de un pedido,Total de artículos de un pedido - B2B
B01HU3WJDK,B01HU3WJDK,Madelcar - PACK 12 FILTROS-01404 PIPA ALUMINIO - 30036MD,30036MDFBA,105,2,0.05%,0.04%,149,4,0.06%,0.06%,100.00%,100.00%,1,0,0.95%,0.00%,"24,95 €","0,00 €",1,0
B01HU3WJDK,B01HU3WJDK,Madelcar - PACK 12 FILTROS-01404 PIPA ALUMINIO - 30036MD,30036MD,105,2,0.05%,0.04%,149,4,0.06%,0.06%,100.00%,100.00%,1,0,0.95%,0.00%,"22,70 €","0,00 €",1,0
B0BX6ST5YP,B01LYH50TU,"ROCKING GIFTS Figura Resina, Arcangel Jofiel, 34 cm",3143SG,165,2,0.09%,0.04%,242,3,0.09%,0.05%,31.36%,100.00%,1,0,0.61%,0.00%,"130,60 €","0,00 €",1,0
B01M0R5EF2,B01M0R5EF2,"Figura Decorativa Hormiga, Metal, 12 centimetros, Tambien para Pared Colgar, Forja",5915SG,455,16,0.24%,0.35%,628,19,0.24%,0.30%,99.47%,100.00%,2,0,0.44%,0.00%,"34,00 €","0,00 €",1,0
B01N5QNDYX,B01N5QNDYX,"The Lp Collection, Vol. 2 [Vinilo]",RubinoosLPvol2,3,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,"35,00 €","0,00 €",1,0
B06ZY5WCBW,B06ZY5WCBW,Vidal Regalos Vaso de Baño Efecto Marmol Blanco 11 cm,2293717CLM,21,0,0.01%,0.00%,27,0,0.01%,0.00%,100.00%,0.00%,1,0,4.76%,0.00%,"12,05 €","0,00 €",1,0
B074PC4Z3G,B074PC4Z3G,"Pipa Falcon Serie Standard: Modelo Recta, Filtro 6mm, Calidad Premium, Fumo Suave y Fresco",20007MDFBA,148,5,0.08%,0.11%,217,5,0.08%,0.08%,99.48%,100.00%,1,0,0.68%,0.00%,"79,95 €","0,00 €",1,0
B074PCMGRD,B074PCMGRD,Madelcar Tapete Poker 50x50 cm,40071MD,114,4,0.06%,0.09%,149,4,0.06%,0.06%,99.22%,100.00%,1,0,0.88%,0.00%,"13,00 €","0,00 €",1,0
B0756PZCKM,B0756PZCKM,Art Deco Home - Figura Resina Yemaya 27 cm,10070SGFBA,29,1,0.02%,0.02%,41,2,0.02%,0.03%,100.00%,0.00%,1,0,3.45%,0.00%,"94,50 €","0,00 €",1,0
B075VYVVRV,B075VYVVRV,"Termometro Galileo Bombilla de Cristal 15 cm , Para Exterior o Interior, Analógico, Bolas Flotantes",12784SG,566,14,0.30%,0.30%,856,17,0.32%,0.27%,97.77%,93.75%,1,1,0.18%,7.14%,"35,08 €","35,08 €",1,1
B076MK5F6W,B076MK5F6W,Mineral Import - Corazon de Selenita Pequeño - 3959VC,3959VC,29,3,0.02%,0.07%,33,3,0.01%,0.05%,100.00%,100.00%,1,0,3.45%,0.00%,"6,50 €","0,00 €",1,0
B0CLFG569Y,B076MNZMRY,"ROCKING GIFTS Llavero de Shungit en Bruto Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",2981VC0FBA,19,1,0.01%,0.02%,24,1,0.01%,0.02%,100.00%,0.00%,1,0,5.26%,0.00%,"9,99 €","0,00 €",1,0
B076MQ1XNN,B076MQ1XNN,"Cubo Shungit Grande sin pulir Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",2978VC,18,1,0.01%,0.02%,22,1,0.01%,0.02%,100.00%,0.00%,1,0,5.56%,0.00%,"24,50 €","0,00 €",1,0
B076N688VV,B076N688VV,"Rodados de Lagrima Apache Pequeños (Pack 250gr) Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",4285VC0,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,"10,20 €","0,00 €",1,0
B076N81J7G,B076N81J7G,Mineral Import - Masajeador Gua Sha de Obsidiana - 3657VC,3657VC0,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,"20,80 €","0,00 €",1,0
B076NB2QK7,B076NB2QK7,Mineral Import - Hilo Cuarzo Ahumado Bolas 8mm - 2088VC,2088VC0,9,0,0.00%,0.00%,11,0,0.00%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,"9,95 €","0,00 €",1,0
B0778XZ6WZ,B0778XZ6WZ,Mineral Import Colgante de Turmalina Negra Ojo Pequeño - Plata de Ley 925-4107VC,4107VC,15,3,0.01%,0.07%,21,8,0.01%,0.13%,100.00%,100.00%,1,0,6.67%,0.00%,"9,50 €","0,00 €",1,0
B07792GZRL,B07792GZRL,Mineral Import Colgante de Selenita Rombo - 3948VC,3948VC,127,2,0.07%,0.04%,171,2,0.06%,0.03%,100.00%,100.00%,2,0,1.57%,0.00%,"19,90 €","0,00 €",1,0
B07794G258,B07794G258,Mineral Import Colgante Punta de Cuarzo en Bruto (Baño de Oro) - 3644VC,3644VC,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,"6,60 €","0,00 €",1,0
B0779626ZC,B0779626ZC,Mineral Import Colgante Lagrima de Cuarzo Lechoso - Baño de Plata - 4189VC,4189VC,62,3,0.03%,0.07%,76,3,0.03%,0.05%,98.51%,100.00%,1,0,1.61%,0.00%,"12,95 €","0,00 €",1,0
B07796PYPC,B07796PYPC,"ROCKING GIFTS Colgante rodado Shungit, Shungite Natural Minerales y Cristales para Curación, Belleza Energética, Meditacion, Medicina Alternativa, Amuletos Espirituales",1886VC,70,2,0.04%,0.04%,89,2,0.03%,0.03%,100.00%,100.00%,1,0,1.43%,0.00%,"10,95 €","0,00 €",1,0
B077QTN8LW,B077QTN8LW,Vidal Regalos Mantel Individual Yute x2 Modelos 45x33 cm,23481439CLM,6,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,"13,35 €","0,00 €",1,0
B0784HJWNB,B0784HJWNB,Vidal Regalos Marco de Fotos Madera Arbol de La Vida 10x15 cm,2182895CLM,12,0,0.01%,0.00%,22,0,0.01%,0.00%,100.00%,0.00%,2,0,16.67%,0.00%,"35,90 €","0,00 €",1,0
B079DZCLH5,B079DZCLH5,Art Deco Home - Copa Vino x6 Carpe Diem 20 cm - 14523SG,14523SG,16,0,0.01%,0.00%,22,0,0.01%,0.00%,100.00%,0.00%,1,0,6.25%,0.00%,"42,00 €","0,00 €",1,0
B07D9T8PN9,B07D9T8PN9,"Mineral Import Llavero de Shungit Rodado Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",3996VC,21,0,0.01%,0.00%,26,0,0.01%,0.00%,100.00%,0.00%,1,0,4.76%,0.00%,"11,85 €","0,00 €",1,0
B07D9VP2FD,B07D9VP2FD,"Pulsera Rodado de Fluorita Arco Iris Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",4686VC,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,"9,95 €","0,00 €",1,0
B07D9VS258,B07D9VS258,"ROCKING GIFTS Esfera de Selenita Pequeña (4cm): Bola de Cristal Natural Pulida, Energía Positiva, Meditación, Yoga, Limpieza y Armonización de Chakras, Feng Shui, Decoración Hogar",4798VC,280,10,0.15%,0.22%,394,13,0.15%,0.21%,100.00%,100.00%,1,0,0.36%,0.00%,"8,30 €","0,00 €",1,0
B07D9VS258,B07D9VS258,"ROCKING GIFTS Esfera de Selenita Pequeña (4cm): Bola de Cristal Natural Pulida, Energía Positiva, Meditación, Yoga, Limpieza y Armonización de Chakras, Feng Shui, Decoración Hogar",amzn.gr.4798VC-kFIyGwxgS3GAU3O1Atb92j-VG,280,10,0.15%,0.22%,394,13,0.15%,0.21%,100.00%,100.00%,1,0,0.36%,0.00%,"3,73 €","0,00 €",1,0
B07D9VTCN1,B07D9VTCN1,"Rosa del Desierto Pequeña (Pack 250gr) Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",4746VC,6,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,"9,95 €","0,00 €",1,0
B07JHCW7D9,B07JHCW7D9,Quemador Incienso Incensario Latón con Mango Madera 16 cm,14914SG,5,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"22,90 €","0,00 €",1,0
B07K2J98ZD,B07K2J98ZD,CENICERO PIE GIRAT. Ball Cromado HS48 H:60CM D:16C,30547MD,134,7,0.07%,0.15%,188,7,0.07%,0.11%,99.39%,85.71%,3,0,2.24%,0.00%,"91,50 €","0,00 €",1,0
B07K2JZYLZ,B07K2JZYLZ,ATRIL MADERA MED NOGAL C/CLIPS 709 30X26CM,amzn.gr.40280MDFBA-4jn2vQHr34iMadWC4K-VG,26,0,0.01%,0.00%,37,0,0.01%,0.00%,100.00%,0.00%,1,0,3.85%,0.00%,"18,45 €","0,00 €",1,0
B07K2JZYLZ,B07K2JZYLZ,ATRIL MADERA MED NOGAL C/CLIPS 709 30X26CM,40280MDFBA,26,0,0.01%,0.00%,37,0,0.01%,0.00%,100.00%,0.00%,1,0,3.85%,0.00%,"41,00 €","0,00 €",1,0
B0FL87V56N,B07M9FXF3Z, ,83637SGRJ-LIFBA,14,0,0.01%,0.00%,21,0,0.01%,0.00%,90.00%,0.00%,1,0,7.14%,0.00%,"29,99 €","0,00 €",1,0
B0FL87V56N,B07MGMGWZY, ,83637SGLI-AZFBA,9,0,0.00%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,2,0,22.22%,0.00%,"59,98 €","0,00 €",1,0
B07N8JM2RF,B07N8JM2RF,Mineral Import Pendulo Facetado de Obsidiana,4828VCFBA,8,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,"8,50 €","0,00 €",1,0
B07N8JNC93,B07N8JNC93,Mineral Import Punta de Flecha de Obsidiana Pequeña,4813VC,20,0,0.01%,0.00%,31,0,0.01%,0.00%,100.00%,0.00%,2,0,10.00%,0.00%,"13,90 €","0,00 €",1,0
B07N8LJN22,B07N8LJN22,Mineral Import Pendulo Metalico ISIS Conico Cobre,4844VC,17,1,0.01%,0.02%,21,2,0.01%,0.03%,94.74%,0.00%,1,0,5.88%,0.00%,"8,30 €","0,00 €",1,0
B07NCWBSK3,B07NCWBSK3,Vidal Regalos Posavasos Set 4 Unidades Mosaico 11 cm,17648SG,28,2,0.01%,0.04%,40,2,0.02%,0.03%,100.00%,100.00%,24,24,85.71%,"1,200.00%","381,60 €","381,60 €",1,1
B07QDZQ8BZ,B07QDZQ8BZ,Vitrina para Pared Madera y Cristal Cierre Magnetico 42 cm,amzn.gr.40813MD--4j22kQpmlRZ8CbeGmFp7-VG,689,17,0.36%,0.37%,969,25,0.36%,0.40%,99.39%,100.00%,1,0,0.15%,0.00%,"44,55 €","0,00 €",1,0
B07TD6T6YY,B07TD6T6YY,Deco Line Reloj Adhesivo Efecto Madera 60 cm,260244CLM,16,1,0.01%,0.02%,22,1,0.01%,0.02%,100.00%,0.00%,1,0,6.25%,0.00%,"26,85 €","0,00 €",1,0
B07TFBGPRT,B07TFBGPRT,Deco Line Salero Acrilico 10 cm,amzn.gr.253256CLM-ITBdQ_BjgdtoozHW_pZ-LN,712,32,0.37%,0.70%,961,44,0.36%,0.70%,99.17%,100.00%,1,0,0.14%,0.00%,"7,50 €","0,00 €",1,0
B0FPGF7VYH,B07TFBJD73,"ROCKING GIFTS Calendario Perpetuo de Pared Grande, Escritorio, Manual, Madera Natural, Accesorio de Mesa, Fecha de Mes Vintage Decorativo 35 cm",2182518CLMFBA,41,1,0.02%,0.02%,47,1,0.02%,0.02%,100.00%,100.00%,1,0,2.44%,0.00%,"34,00 €","0,00 €",1,0
B07TGF7ZVB,B07TGF7ZVB,"Mineral Import Llavero de Turmalina Negra Minerales y Cristales para curación, Belleza energética, Meditacion, Medicina Alternativa, Amuletos Espirituales",5324VC,48,1,0.03%,0.02%,58,1,0.02%,0.02%,100.00%,100.00%,1,1,2.08%,100.00%,"5,67 €","5,67 €",1,1
B07THCLSLN,B07THCLSLN,Hogar Deco Cesta Panera Mimbre 20 cm,amzn.gr.284540CLM-9B9l3CQS7c2uWinB3qC-VG,431,29,0.22%,0.63%,602,46,0.23%,0.73%,100.00%,97.62%,1,0,0.23%,0.00%,"6,43 €","0,00 €",1,0
B07THCVBSL,B07THCVBSL,"Pieza de Aragonito en Bruto Grande Minerales y Cristales para curación, Belleza energética, Meditacion, Medicina Alternativa, Amuletos Espirituales",5329VC,18,1,0.01%,0.02%,43,1,0.02%,0.02%,100.00%,100.00%,1,0,5.56%,0.00%,"4,50 €","0,00 €",1,0
B07THFHV1F,B07THFHV1F,"Hogar Deco Dispensador Jabon Gel Cocina o Baño, Jabonera Bambu",2293466CLM,58,1,0.03%,0.02%,90,1,0.03%,0.02%,100.00%,100.00%,1,0,1.72%,0.00%,"7,80 €","0,00 €",1,0
B07W8YZK5F,B07W8YZK5F,Vidal Regalos Salvamantel Gatos Hierro 15 cm,15735SG,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,"12,90 €","0,00 €",1,0
B0859MQDYX,B0859MQDYX,Home Gadgets Bote Cristal Buena Pasta 22 cm,2682211CLM,6,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,"13,55 €","0,00 €",1,0
B0859MYBB8,B0859MYBB8,Home Gadgets Piñata Celebracion Fiestas Novio 45 cm,290911CLM,152,4,0.08%,0.09%,238,6,0.09%,0.10%,100.00%,100.00%,1,0,0.66%,0.00%,"19,80 €","0,00 €",1,0
B085J2Y77P,B085J2Y77P,Home Gadgets Abridor Botellas Pez Laton Retro 15 cm,19335SG,8,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,"14,20 €","0,00 €",1,0
B088HJJDDN,B088HJJDDN,"Vara Canalizadora de Turmalina con Chakras y Merkaba Plata de Ley 925 Minerales y Cristales, Belleza Energética, Meditacion, Amuletos Espirituales",5984VC,4,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,"8,45 €","0,00 €",1,0
B088HKQY1K,B088HKQY1K,"Pulsera de Hematite 10mm Minerales y Cristales, Belleza Energética, Meditacion, Amuletos Espirituales",5364VC,11,0,0.01%,0.00%,21,0,0.01%,0.00%,94.12%,0.00%,1,0,9.09%,0.00%,"10,10 €","0,00 €",1,0
B088J3VYP7,B088J3VYP7,"Pirita Chispa (Pack 500gr) Minerales y Cristales, Belleza Energética, Meditacion, Amuletos Espirituales",1528VCFBA,101,3,0.05%,0.07%,124,3,0.05%,0.05%,94.44%,100.00%,1,0,0.99%,0.00%,"19,95 €","0,00 €",1,0
B088XQKFS9,B088XQKFS9,Vidal Regalos Bandeja Madera Panot 40 cm,22212445CLM,16,2,0.01%,0.04%,16,2,0.01%,0.03%,100.00%,100.00%,2,2,12.50%,100.00%,"69,28 €","69,28 €",1,1
B089DJMMKK,B089DJMMKK,Vidal Regalos Adorno de Pared Colgante Movil Cencerro 13 cm,22092SGFBA,10,0,0.01%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,"13,13 €","0,00 €",1,0
B0BZJQTW1S,B089DKZHHQ,"ROCKING GIFTS Pisapapeles de Cristal, Medusa Azul, 9 cm, Bola de Cristal, Figuras de colección de Animales de Cristal, Pisapapeles para decoración del hogar, Azul",14329SG,35,2,0.02%,0.04%,54,3,0.02%,0.05%,100.00%,100.00%,1,0,2.86%,0.00%,"17,30 €","0,00 €",1,0
B089FQ7T2C,B089FQ7T2C,"Agujas de Ojo Grande Agujas de Coser Set de 12 Piezas | Fáciles de Enhebrar | Para Coser a Mano Lana Gruesa, Tapicería, Cuero | Agujas de Bordado, Punto de Cruz, Ganchillo",Agujas1slFBA,63,1,0.03%,0.02%,74,1,0.03%,0.02%,100.00%,100.00%,1,0,1.59%,0.00%,"5,00 €","0,00 €",1,0
B08LNWDFNW,B08LNWDFNW,Mineral Import Pulsera de Pietersita Bola 6mm,6291VC,19,1,0.01%,0.02%,19,1,0.01%,0.02%,100.00%,100.00%,1,1,5.26%,100.00%,"24,01 €","24,01 €",1,1
B08MYXP7VJ,B08MYXP7VJ,Vidal Regalos Jabonera Panot,2684210CLM,28,2,0.01%,0.04%,33,2,0.01%,0.03%,100.00%,100.00%,1,1,3.57%,50.00%,"10,73 €","10,73 €",1,1
B08MYYNNL9,B08MYYNNL9,Vidal Regalos Marco de Fotos 15 x 20 cm Portafotos Imitacion Marmol Blanco Elegante 27 cm,2597164CLM,202,6,0.11%,0.13%,263,6,0.10%,0.10%,100.00%,100.00%,1,0,0.50%,0.00%,"12,25 €","0,00 €",1,0
B08MYZ3GRT,B08MYZ3GRT,Vidal Regalos Marco de Fotos 10 x 15 cm Portafotos Blanco Imitacion Madera 20 cm,2759160CLM,5,1,0.00%,0.02%,9,2,0.00%,0.03%,85.71%,100.00%,3,0,60.00%,0.00%,"23,55 €","0,00 €",1,0
B08MYZNDLL,B08MYZNDLL,Vidal Regalos Taza Porcelana Portatil 400ML con Tapa Silicona Azul Mensaje en Euskera Cafe 14 cm,2776418CLM,167,1,0.09%,0.02%,233,2,0.09%,0.03%,100.00%,100.00%,1,0,0.60%,0.00%,"9,80 €","0,00 €",1,0
B08WP3X61R,B08WP3X61R,Vidal Regalos Quemador Incienso Metalico Porta Incienso Plateado Mano de Fátima 30 cm,23779SG,8,0,0.00%,0.00%,10,0,0.00%,0.00%,88.89%,0.00%,1,0,12.50%,0.00%,"13,90 €","0,00 €",1,0
B08WRC8234,B08WRC8234,Vidal Regalos Cuadro Decorativo Marco de Fotos 10 x 15 cm Portafotos Pared Madera 6 Fotos Multifoto 55 cm,2597371CLM,57,0,0.03%,0.00%,72,0,0.03%,0.00%,100.00%,0.00%,1,0,1.75%,0.00%,"27,00 €","0,00 €",1,0
B08WRMQ8ZK,B08WRMQ8ZK,Vidal Regalos Marco de Fotos 20 x 25 cm Portafotos Metalico Plateado 25 cm,2597375CLM,17,0,0.01%,0.00%,24,0,0.01%,0.00%,100.00%,0.00%,1,0,5.88%,0.00%,"10,95 €","0,00 €",1,0
B08WRQ2LKP,B08WRQ2LKP,Vidal Regalos Figura Decorativa Mujer Africana Resina 20 cm,300735CLMFBA,37,0,0.02%,0.00%,50,0,0.02%,0.00%,100.00%,0.00%,1,0,2.70%,0.00%,"26,06 €","0,00 €",1,0
B08WRSNBXN,B08WRSNBXN,Vidal Regalos Caja Decorativa Panot Barcelona 16 cm,2182976CLMFB,77,0,0.04%,0.00%,87,0,0.03%,0.00%,100.00%,0.00%,1,0,1.30%,0.00%,"19,99 €","0,00 €",1,0
B08WRTNG31,B08WRTNG31,Vidal Regalos Figura Decorativa Perro Galgo Resina 28 cm,2540317CLM,59,3,0.03%,0.07%,86,4,0.03%,0.06%,100.00%,100.00%,1,0,1.69%,0.00%,"22,60 €","0,00 €",1,0
B09F73HNQ6,B09F73HNQ6,Vidal Regalos Figura Decorativa Hombre Desnudo Anatomia Imitación Marmol Blanco 47 cm,25280SG,21,0,0.01%,0.00%,27,0,0.01%,0.00%,92.31%,0.00%,1,0,4.76%,0.00%,"172,10 €","0,00 €",1,0
B0BVY1VVDY,B09GS88RMN,ROCKING GIFTS Pulsera de Azurita con Malaquita 4mm,7752VCFBA,9,0,0.00%,0.00%,12,0,0.00%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,"10,35 €","0,00 €",1,0
B09GSFBPYS,B09GSFBPYS,"Mineral Import Pirámide de Obsidiana 2,5x2,5cm",2385VC0,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,"9,45 €","0,00 €",1,0
B09KX3QB56,B09KX3QB56,"Dcasa Neceser PANOT Barcelona, Algodon, 28x12 cm",2827282CLM,17,0,0.01%,0.00%,18,0,0.01%,0.00%,100.00%,0.00%,1,0,5.88%,0.00%,"14,00 €","0,00 €",1,0
B09KXBPC16,B09KXBPC16,CIAL LAMA Marco Fino para 3 Fotos 10x15 Silver,2597448CLM,1,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,"23,25 €","0,00 €",1,0
B09KXF69M8,B09KXF69M8,CIAL LAMA Felpudo Antideslizante Fibra de Coco Panot Barcelona 70x40 cm,2857133CLM,27,1,0.01%,0.02%,59,2,0.02%,0.03%,8.16%,0.00%,1,0,3.70%,0.00%,"18,65 €","0,00 €",1,0
B0FXVN28W1,B09X21YQH3,"Colgante de Cianita Negra - Piedra Natural para Protección, Energía y Equilibrio - Collar para Meditación, Yoga y Espiritualidad - Amuleto para Limpieza del Aura y Conexión con la Tierra",7986VC,144,0,0.08%,0.00%,235,0,0.09%,0.00%,98.58%,0.00%,1,0,0.69%,0.00%,"13,95 €","0,00 €",1,0
B09X271PKG,B09X271PKG,ROCKING GIFTS Llavero Esferas de Shungit,7914VC,5,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,2,0,40.00%,0.00%,"23,90 €","0,00 €",1,0
B09X5K1RYG,B09X5K1RYG,ROCKING GIFTS Figura Decorativa Manzana Plateada Brillante 14 cm,26212SG,7,1,0.00%,0.02%,12,1,0.00%,0.02%,100.00%,0.00%,1,0,14.29%,0.00%,"43,10 €","0,00 €",1,0
B09X5KMFNN,B09X5KMFNN,ROCKING GIFTS Figura Decorativa Manzana Plateada Brillante 20 cm,26213SG,14,2,0.01%,0.04%,17,2,0.01%,0.03%,100.00%,0.00%,1,0,7.14%,0.00%,"64,70 €","0,00 €",1,0
B09X84QHXC,B09X84QHXC,ROCKING GIFTS Figura Decorativa Gato Geométrico Origami Poliresina Blanco Elegante Moderno 20 cm,301741CLM,34,1,0.02%,0.02%,45,1,0.02%,0.02%,97.37%,100.00%,1,0,2.94%,0.00%,"19,50 €","0,00 €",1,0
B0CMMZ91RV,B09X84RJR4,"ROCKING GIFTS Figura Decorativa Busto Griego Romano Escultura Clásica Antigua de Resina con Efecto Piedra - Estatua de Dioses de la Mitología para Decoración del Hogar, Salón o Dormitorio - 28 cm",300743CLM,584,21,0.30%,0.46%,807,27,0.30%,0.43%,98.59%,95.24%,1,1,0.17%,4.76%,"65,42 €","65,42 €",1,1
B09X89PN8K,B09X89PN8K,ROCKING GIFTS Marco de Fotos 13x18 Piña Dorada Portafotos Decorativo Elegante Divertido 30 cm,301750CLM,14,0,0.01%,0.00%,17,0,0.01%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,"21,90 €","0,00 €",1,0
B09X8JQDN3,B09X8JQDN3,Set 2 Sujetalibros Decorativo Busto Griego Romano Cabeza Mujer Resina Blanco Roto Elegante 21 cm,amzn.gr.300746CLM-h03C2aJabdG7ScAdOpE-VG,146,4,0.08%,0.09%,230,4,0.09%,0.06%,91.11%,100.00%,1,0,0.68%,0.00%,"13,10 €","0,00 €",1,0
B0DJ61DGHG,B09X8LF1L3,ROCKING GIFTS Mug Taza Cerámica 350ML Panot Barcelona Gris 11 cm,amzn.gr.2776759CLM-ZAeHQI0mca9nmTMNLK-VG,266,17,0.14%,0.37%,354,19,0.13%,0.30%,100.00%,100.00%,1,0,0.38%,0.00%,"6,03 €","0,00 €",1,0
B0DJ61DGHG,B09X8LF1L3,ROCKING GIFTS Mug Taza Cerámica 350ML Panot Barcelona Gris 11 cm,2776759CLM,266,17,0.14%,0.37%,354,19,0.13%,0.30%,100.00%,100.00%,1,0,0.38%,0.00%,"13,40 €","0,00 €",1,0
B09X8MFY9K,B09X8MFY9K,ROCKING GIFTS Marco de Fotos 15x20 Plástico Efecto Mimbre Marrón Portafotos Decorativo Boho 25 cm,2758433CLM,5,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"14,15 €","0,00 €",1,0
B09X8MLG2B,B09X8MLG2B,ROCKING GIFTS Reloj Sobremesa Cuadrado Madera Base Metal Diseño Vintage Industrial Elegante 23 cm,300437CLM,29,1,0.02%,0.02%,36,1,0.01%,0.02%,100.00%,100.00%,1,0,3.45%,0.00%,"48,75 €","0,00 €",1,0
B09X8NFC6R,B09X8NFC6R,ROCKING GIFTS Corona Artificial de Hojas para Vela 20 cm con Flores Amarillas,30511483CLM,5,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"19,05 €","0,00 €",1,0
B09X8P521S,B09X8P521S,ROCKING GIFTS Vela Aromática Vaso Cerámica Gris Panot Barcelona Cera Perfumada Decorativa Ambientador 8 cm,305403CLM,31,0,0.02%,0.00%,38,0,0.01%,0.00%,97.37%,0.00%,2,0,6.45%,0.00%,"14,80 €","0,00 €",1,0
B09X8Q77JW,B09X8Q77JW,ROCKING GIFTS Marco de Fotos 13x18 Plástico Blanco Portafotos Decorativo Acuarela,283969CLMFBA,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,1,25.00%,0.00%,"6,97 €","6,97 €",1,1
B0FNRHF97Q,B09X8QJL3R,ROCKING GIFTS Figura Decorativa Leopardo Madre e Hijo Dorado Poliresina 25 cm,301735CLM,208,4,0.11%,0.09%,284,4,0.11%,0.06%,100.00%,100.00%,1,0,0.48%,0.00%,"41,75 €","0,00 €",1,0
B0CMMZ91RV,B09X8QSM9D,ROCKING GIFTS Figura Decorativa Busto Griego Romano David Escultura Clásica Antigua Resina Efecto Piedra 15 cm,300748CLM,639,25,0.33%,0.54%,873,30,0.33%,0.48%,99.49%,100.00%,1,0,0.16%,0.00%,"23,10 €","0,00 €",1,0
B0CNKWMYRT,B09XBVBBN1,"ROCKING GIFTS Collar de Donut Pequeño de Shungit - Tamaño 2.5cm, Peso 7.5gr, Hilo de 30cm, Procedencia Karelia Rusia, Ideal para Protección Energética, Decoración y Coleccionistas",7277VCFBA,134,7,0.07%,0.15%,164,7,0.06%,0.11%,98.04%,100.00%,1,0,0.75%,0.00%,"32,00 €","0,00 €",1,0
B0B9D92L51,B0B9D92L51,"Rodillo Doble Facial de Cuarzo Rosa, Masajeador para Contorno de Ojos en Piedra de Cuarzo Auténtica 100% Natural | Tonifica, Desinflama Ojeras, Reafirmante",10006VC,28,0,0.01%,0.00%,45,0,0.02%,0.00%,81.58%,0.00%,1,0,3.57%,0.00%,"11,95 €","0,00 €",1,0
B0BDSZG7Y7,B0BDSZG7Y7,"ROCKING GIFTS Rodado Plano de Fluorita Verde Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",10072VC,11,1,0.01%,0.02%,13,1,0.00%,0.02%,100.00%,0.00%,1,0,9.09%,0.00%,"5,80 €","0,00 €",1,0
B0DJ5Z4Z5F,B0BHF2TJZ6,Escobillero WC Marmol Ceramica 12 cm,257467CLM,28,0,0.01%,0.00%,39,0,0.01%,0.00%,100.00%,0.00%,1,0,3.57%,0.00%,"19,05 €","0,00 €",1,0
B0DJ5YD8NS,B0BHF44B11,ROCKING GIFTS Estropajero de Ceramica con Estropajo 14 cm,2546175CLM,227,5,0.12%,0.11%,354,8,0.13%,0.13%,99.06%,100.00%,1,0,0.44%,0.00%,"15,00 €","0,00 €",1,0
